# NCBI_GENE_ID	XB_GENE_ID	GENE_SYMBOL	GENE_NAME
GeneID:734308	XB-GENE-943151	rnf41.S	E3 ubiquitin-protein ligase NRDP1
GeneID:734309	XB-GENE-1014547	noct.S	nocturnin S homeolog
GeneID:734310	XB-GENE-944409	banp.S	protein BANP
GeneID:734311	XB-GENE-17330597	strbp.S	uncharacterized protein LOC734311
GeneID:734312	XB-GENE-5909112	alox12b.S	arachidonate 12-lipoxygenase, 12R type S homeolog
GeneID:734313	XB-GENE-6493981	cdc42se2l.S	CDC42 small effector protein 2-A
GeneID:734314	XB-GENE-6251470	spg21.S	maspardin
GeneID:734316	NA	MGC99269	uncharacterized protein LOC734316
GeneID:734317	XB-GENE-1015043	ift74.L	intraflagellar transport 74 L homeolog
GeneID:734318	XB-GENE-999008	trabd.L	TraB domain containing L homeolog
GeneID:734319	XB-GENE-947010	anapc10.S	anaphase promoting complex subunit 10 S homeolog
GeneID:734320	XB-GENE-982827	dus4l.L	dihydrouridine synthase 4-like L homeolog
GeneID:734321	XB-GENE-865477	sap18.S	Sin3A associated protein 18kDa S homeolog
GeneID:734322	XB-GENE-5742780	tapt1.S	transmembrane anterior posterior transformation protein 1 homolog
GeneID:734323	XB-GENE-1012227	dnajc9.L	DnaJ heat shock protein family (Hsp40) member C9 L homeolog
GeneID:734324	XB-GENE-6087423	tmem120b.L	transmembrane protein 120B-A
GeneID:734325	XB-GENE-5936371	ctnnbl1.L	catenin beta like 1 L homeolog
GeneID:734326	XB-GENE-17333417	nup58.S	uncharacterized protein LOC734326
GeneID:734327	XB-GENE-6251466	tnfaip1.L	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2
GeneID:734328	XB-GENE-940285	taf3.L	transcription initiation factor TFIID subunit 3
GeneID:734329	XB-GENE-992942	oscp1.L	oxidored-nitro domain-containing protein
GeneID:734330	XB-GENE-6251465	tmbim4.L	transmembrane BAX inhibitor motif containing 4 L homeolog
GeneID:734331	XB-GENE-6251464	vegfc.S	vascular endothelial growth factor C S homeolog precursor
GeneID:734332	XB-GENE-5756054	sult1e1.L	sulfotransferase family 1E member 1 L homeolog
GeneID:734333	XB-GENE-5740318	josd2.L	Josephin domain containing 2 L homeolog
GeneID:734334	XB-GENE-966013	ociad2.L	OCIA domain containing 2 L homeolog
GeneID:734335	XB-GENE-5838471	prpf18.L	pre-mRNA-splicing factor 18
GeneID:734336	XB-GENE-990947	map3k22.L	mitogen-activated protein kinase kinase kinase 22 L homeolog
GeneID:734337	XB-GENE-945117	katnbl1.L	uncharacterized protein LOC734337
GeneID:734338	XB-GENE-17342298	csnk1g3.S	uncharacterized protein LOC734338
GeneID:734339	XB-GENE-953604	rabggtb.S	Rab geranylgeranyltransferase subunit beta S homeolog
GeneID:734340	XB-GENE-6251462	tdrkh.L	tudor and KH domain containing L homeolog
GeneID:734341	XB-GENE-922129	polr2i.S	polymerase (RNA) II subunit I S homeolog
GeneID:734342	XB-GENE-17339269	ebag9.S	uncharacterized protein LOC734342
GeneID:734343	XB-GENE-951977	pip4p2.L	type II phosphatidylinositol 4,5-bisphosphate 4-phosphatase
GeneID:734344	XB-GENE-992242	vipas39.L	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog L homeolog
GeneID:734345	XB-GENE-6251460	trmo.L	uncharacterized protein LOC734345
GeneID:734346	XB-GENE-964357	blcap.L	bladder cancer-associated protein B
GeneID:734347	XB-GENE-944990	pcca.L	propionyl-CoA carboxylase subunit alpha L homeolog
GeneID:734348	XB-GENE-1001247	pcyt1a.L	phosphate cytidylyltransferase 1A, choline L homeolog
GeneID:734349	XB-GENE-997252	blmh.S	bleomycin hydrolase S homeolog
GeneID:734351	XB-GENE-5992908	oxr1.S	oxidation resistance 1 S homeolog
GeneID:734352	XB-GENE-865570	ap2a2.L	adaptor related protein complex 2 subunit alpha 2 L homeolog
GeneID:734353	XB-GENE-17334276	rnf145.S	RING finger protein 145
GeneID:734354	XB-GENE-5866440	mgat4d.S	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase D S homeolog precursor
GeneID:734355	XB-GENE-6251457	txnl4b.S	thioredoxin like 4B S homeolog
GeneID:734356	XB-GENE-5947694	rab11fip2.L	RAB11 family interacting protein 2 (class I) L homeolog
GeneID:734357	XB-GENE-6251456	erh.L	ERH, mRNA splicing and mitosis factor L homeolog
GeneID:734358	XB-GENE-5754977	spdl1.L	protein Spindly-A
GeneID:734359	XB-GENE-1015120	atp6v1h.L	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H L homeolog
GeneID:734360	XB-GENE-6087152	mnt.L	max-binding protein MNT
GeneID:734361	XB-GENE-5965003	XB5964984.L	uncharacterized protein XB5964984.L
GeneID:734362	XB-GENE-1006529	col9a2.L	collagen, type IX, alpha 2 L homeolog precursor
GeneID:734363	XB-GENE-6079253	MGC108147.L	uncharacterized protein LOC734363
GeneID:734364	XB-GENE-973560	alyref.L	THO complex subunit 4-A
GeneID:734365	XB-GENE-964326	fundc1.S	FUN14 domain-containing protein 1A
GeneID:734366	XB-GENE-1016093	cyb5b.L	cytochrome b5 type B (outer mitochondrial membrane) L homeolog
GeneID:734367	XB-GENE-17343866	surf2.S	uncharacterized protein LOC734367
GeneID:734368	XB-GENE-6251454	tmx3.L	thioredoxin-related transmembrane protein 3 L homeolog precursor
GeneID:734369	XB-GENE-5804203	mocs3.L	adenylyltransferase and sulfurtransferase MOCS3
GeneID:734370	XB-GENE-966929	exosc3.L	exosome component 3 L homeolog
GeneID:734371	XB-GENE-6251453	eif3e.S	eukaryotic translation initiation factor 3 subunit E-B
GeneID:734372	XB-GENE-997102	gsr.L	glutathione reductase L homeolog
GeneID:734373	XB-GENE-866120	slc2a13.L	solute carrier family 2 member 13 L homeolog
GeneID:734374	XB-GENE-876332	ppp1r3c.2.S	protein phosphatase 1 regulatory subunit 3C gene 2 S homeolog
GeneID:734375	XB-GENE-6251452	depdc7.S	DEP domain containing 7 S homeolog
GeneID:734376	XB-GENE-17342409	gpa33.L	uncharacterized protein LOC734376 precursor
GeneID:734377	XB-GENE-1016466	asb7.L	ankyrin repeat and SOCS box containing 7 L homeolog
GeneID:734378	XB-GENE-17346446	samd4b.S	uncharacterized protein LOC734378
GeneID:734379	XB-GENE-5953702	scaper.L	S-phase cyclin A-associated protein in the ER L homeolog
GeneID:734380	XB-GENE-6251449	atad3a.S	ATPase family AAA domain-containing protein 3-A
GeneID:734381	XB-GENE-865871	tmx2.S	thioredoxin-related transmembrane protein 2 precursor
GeneID:734382	XB-GENE-489012	rac1.L	Rac family small GTPase 1 L homeolog
GeneID:734383	NA	MGC115313	uncharacterized protein LOC734383
GeneID:734384	XB-GENE-969339	vps37a.L	vacuolar protein sorting 37 homolog A L homeolog
GeneID:734385	XB-GENE-17333381	gpx1.L	glutathione peroxidase 1 L homeolog
GeneID:734386	XB-GENE-6487975	MGC146443.L	uncharacterized protein LOC734386
GeneID:734387	XB-GENE-6487587	XB5884357.L	uncharacterized protein LOC734387
GeneID:734388	NA	MGC115334	uncharacterized protein LOC734388
GeneID:734389	XB-GENE-944175	clta.S	clathrin light chain A S homeolog
GeneID:734390	XB-GENE-866571	klf10.S	Kruppel-like factor 10 S homeolog
GeneID:734391	XB-GENE-17338426	prl.1.S	uncharacterized protein LOC734391
GeneID:734392	XB-GENE-1011071	schip1.S	schwannomin interacting protein 1 S homeolog
GeneID:734393	XB-GENE-6077711	sgce.S	sarcoglycan epsilon S homeolog precursor
GeneID:734394	XB-GENE-5909221	sh3tc1.L	SH3 domain and tetratricopeptide repeat-containing protein 1
GeneID:734395	XB-GENE-491342	xpo7.L	exportin-7-B
GeneID:734396	XB-GENE-999902	myo19.S	unconventional myosin-XIX
GeneID:734397	XB-GENE-6078542	mief1.S	uncharacterized protein LOC734397
GeneID:734398	XB-GENE-5884015	mfsd4b.S	sodium-dependent glucose transporter 1
GeneID:734399	XB-GENE-1001113	cnppd1.L	cyclin Pas1/PHO80 domain containing 1 L homeolog
GeneID:734400	NA	MGC115312	uncharacterized protein LOC734400
GeneID:734401	XB-GENE-959622	mbp.L	myelin basic protein
GeneID:734402	XB-GENE-5857328	hdac10.L	histone deacetylase 10 L homeolog
GeneID:734403	XB-GENE-5845723	mettl25b.L	methyltransferase like 25B L homeolog
GeneID:734404	XB-GENE-6256207	cox20.L	uncharacterized protein LOC734404
GeneID:734405	XB-GENE-6256206	rabif.S	RAB interacting factor S homeolog
GeneID:734406	XB-GENE-17332915	cd53.S	uncharacterized protein LOC734406
GeneID:734407	XB-GENE-17332456	sri.S	sorcin S homeolog
GeneID:734408	XB-GENE-954021	enoph1.S	enolase-phosphatase E1
GeneID:734409	XB-GENE-5731768	caap1.L	uncharacterized protein LOC734409
GeneID:734410	NA	MGC115316	uncharacterized protein LOC734410
GeneID:734411	XB-GENE-941280	ydjc.L	carbohydrate deacetylase
GeneID:734412	XB-GENE-22169455	XB22169453.L	uncharacterized protein LOC734412
GeneID:734413	XB-GENE-6039438	larp1.L	La ribonucleoprotein domain family member 1 L homeolog
GeneID:734414	XB-GENE-945771	cul1.S	cullin 1 S homeolog
GeneID:734415	XB-GENE-952907	pla2g15.S	phospholipase A2 group XV S homeolog
GeneID:734416	XB-GENE-5855840	ckap4.L	cytoskeleton-associated protein 4 L homeolog
GeneID:734417	XB-GENE-1014607	gtse1.L	G2 and S-phase expressed 1 L homeolog
GeneID:734418	XB-GENE-5845072	amdhd1.L	probable imidazolonepropionase
GeneID:734419	XB-GENE-17337005	poldip3.L	uncharacterized protein LOC734419
GeneID:734420	XB-GENE-6077777	cebpg.L	CCAAT enhancer binding protein gamma L homeolog
GeneID:734421	XB-GENE-959240	syn2.S	synapsin II S homeolog
GeneID:734422	XB-GENE-992567	crmp1.L	collapsin response mediator protein 1 L homeolog
GeneID:734423	XB-GENE-865206	ccnk.L	cyclin K L homeolog
GeneID:734424	XB-GENE-997439	ubac1.L	UBA domain containing 1 L homeolog
GeneID:734425	XB-GENE-921933	cdk5r2.S	cyclin-dependent kinase 5, regulatory subunit 2 (p39) S homeolog
GeneID:734428	XB-GENE-5892991	MGC115163.L	uncharacterized protein LOC734428
GeneID:734429	XB-GENE-947690	slc45a2.L	solute carrier family 45 member 2 L homeolog
GeneID:734430	XB-GENE-954367	dnajc25.S	dnaJ homolog subfamily C member 25
GeneID:734431	XB-GENE-6078384	lim2.L	lens intrinsic membrane protein 2 L homeolog
GeneID:734432	XB-GENE-1217270	serpinb1.L	leukocyte elastase inhibitor
GeneID:734433	XB-GENE-977428	renbp.L	renin binding protein L homeolog
GeneID:734434	XB-GENE-865306	cebpb.L	CCAAT enhancer binding protein beta L homeolog
GeneID:734435	XB-GENE-6078320	cisd1.L	CDGSH iron sulfur domain 1 L homeolog
GeneID:734436	XB-GENE-972147	tmem185a.L	transmembrane protein 185A L homeolog
GeneID:734437	XB-GENE-5852928	arel1.L	apoptosis-resistant E3 ubiquitin protein ligase 1
GeneID:734438	XB-GENE-866405	bap1.L	ubiquitin carboxyl-terminal hydrolase BAP1
GeneID:734439	XB-GENE-1017133	ppp6c.S	protein phosphatase 6, catalytic subunit S homeolog
GeneID:734440	XB-GENE-865243	bmp6.S	bone morphogenetic protein 6 S homeolog precursor
GeneID:734441	XB-GENE-6256199	paqr6.L	progestin and adipoQ receptor family member VI L homeolog
GeneID:734442	XB-GENE-5918699	atraid.S	all-trans retinoic acid induced differentiation factor S homeolog precursor
GeneID:734443	XB-GENE-6256198	XB5729191.S	uncharacterized protein LOC734443
GeneID:734444	XB-GENE-6486653	ptpre.L	receptor-type tyrosine-protein phosphatase alpha
GeneID:734445	XB-GENE-5881598	znf572.L	zinc finger protein 572 L homeolog
GeneID:734446	XB-GENE-959080	selenbp1.L	methanethiol oxidase
GeneID:734447	XB-GENE-1009335	usp12.L	ubiquitin carboxyl-terminal hydrolase 12-A
GeneID:734448	XB-GENE-17337393	mip.S	uncharacterized protein LOC734448
GeneID:734449	XB-GENE-954844	vdac2.S	voltage-dependent anion-selective channel protein 2
GeneID:734450	XB-GENE-5937773	XB5937757.L	uncharacterized protein LOC734450
GeneID:734451	XB-GENE-6256196	retreg2.S	uncharacterized protein LOC734451
GeneID:734452	XB-GENE-17338543	smtn.S	smoothelin
GeneID:734453	XB-GENE-947804	arl10b.L	uncharacterized protein LOC734453
GeneID:734454	XB-GENE-17335515	stk17a.S	uncharacterized protein LOC734454
GeneID:734455	XB-GENE-996300	rcc2.L	protein RCC2 homolog
GeneID:734456	XB-GENE-6256193	MGC147242.L	uncharacterized protein MGC147242.L
GeneID:734457	XB-GENE-17338416	sult4a1.S	uncharacterized protein LOC734457
GeneID:734458	XB-GENE-984539	shank2.L	SH3 and multiple ankyrin repeat domains protein 2
GeneID:734459	XB-GENE-17331329	fbxo3.L	F-box only protein 3
GeneID:734460	XB-GENE-6256190	mtm1.S	myotubularin
GeneID:734461	XB-GENE-6256189	rfxank.S	regulatory factor X associated ankyrin containing protein S homeolog
GeneID:734462	XB-GENE-5842326	ccdc138.L	coiled-coil domain containing 138 L homeolog
GeneID:734463	XB-GENE-944086	pepd.L	peptidase D L homeolog
GeneID:734464	XB-GENE-1007563	ybx3.S	Y-box-binding protein 3
GeneID:734465	XB-GENE-5875890	sf3b2.L	splicing factor 3b subunit 2 L homeolog
GeneID:734466	XB-GENE-5829523	npepl1.S	aminopeptidase like 1 S homeolog
GeneID:734467	XB-GENE-956733	get1.L	guided entry of tail-anchored proteins factor 1 L homeolog precursor
GeneID:734468	XB-GENE-1010542	cwc22.S	pre-mRNA-splicing factor CWC22 homolog
GeneID:734469	XB-GENE-866469	aplp1.L	amyloid beta precursor like protein 1 L homeolog precursor
GeneID:734470	XB-GENE-6256188	cpeb1.S	cytoplasmic polyadenylation element-binding protein 1-B
GeneID:734471	NA	MGC115291	uncharacterized protein LOC734471
GeneID:734472	XB-GENE-866560	znf277.L	zinc finger protein 277 L homeolog
GeneID:734473	XB-GENE-17344232	qdpr.L	uncharacterized protein LOC734473
GeneID:734474	XB-GENE-6256185	slc30a7.S	zinc transporter 7-A
GeneID:734475	XB-GENE-6256184	plscr1.L	phospholipid scramblase 1 L homeolog
GeneID:734476	XB-GENE-984648	abhd3.S	abhydrolase domain containing 3 S homeolog
GeneID:734477	XB-GENE-952842	cep83.L	centrosomal protein 83kDa L homeolog
GeneID:734478	XB-GENE-5819006	XB5818974.L	uncharacterized protein LOC734478
GeneID:734479	XB-GENE-17342176	anp32e.S	uncharacterized protein LOC734479
GeneID:734480	XB-GENE-5761829	fbln1.L	fibulin 1 L homeolog precursor
GeneID:734481	XB-GENE-17337853	rad23b.L	uncharacterized protein LOC734481
GeneID:734482	XB-GENE-6256181	trim62.S	tripartite motif containing 62 S homeolog
GeneID:734483	XB-GENE-993140	r3hdm2.L	R3H domain containing 2 L homeolog
GeneID:734484	XB-GENE-1005396	vps51.S	vacuolar protein sorting-associated protein 51 homolog
GeneID:734485	XB-GENE-1010341	mapk15.L	mitogen-activated protein kinase 15
GeneID:734486	XB-GENE-868322	tspan5.L	tetraspanin 5 L homeolog
GeneID:734487	XB-GENE-961378	mcm8.L	DNA helicase MCM8
GeneID:734488	XB-GENE-974534	adipor1.L	adiponectin receptor 1 L homeolog
GeneID:734489	XB-GENE-6465987	XB5947713.L	uncharacterized protein LOC734489
GeneID:734490	XB-GENE-5853473	ccdc85c.S	coiled-coil domain-containing protein 85C
GeneID:734491	NA	MGC114621	uncharacterized protein LOC734491
GeneID:734492	XB-GENE-6256179	timm10.S	mitochondrial import inner membrane translocase subunit Tim10-A
GeneID:734493	XB-GENE-989240	acbd6.S	acyl-CoA-binding domain-containing protein 6
GeneID:734494	XB-GENE-954704	orc5.L	origin recognition complex subunit 5 L homeolog
GeneID:734495	XB-GENE-865079	ryk.S	receptor like tyrosine kinase S homeolog precursor
GeneID:734496	XB-GENE-977031	ak3.L	adenylate kinase 3 L homeolog
GeneID:734497	XB-GENE-865546	tfcp2.L	transcription factor CP2
GeneID:734498	XB-GENE-990332	dcxr.L	L-xylulose reductase
GeneID:734499	XB-GENE-1006863	ap1m1.S	adaptor related protein complex 1 subunit mu 1 S homeolog
GeneID:734500	XB-GENE-17342836	atp6ap2.L	uncharacterized protein LOC734500 precursor
GeneID:734501	NA	MGC114680	uncharacterized protein LOC734501
GeneID:734502	XB-GENE-980135	ints8.S	integrator complex subunit 8
GeneID:734503	XB-GENE-961924	commd1.L	copper metabolism domain containing 1 L homeolog
GeneID:734504	XB-GENE-6255910	btg5.2.L	protein BTG3
GeneID:734505	XB-GENE-923346	ddx27.L	DEAD-box helicase 27 L homeolog
GeneID:734506	XB-GENE-17338465	ppig.L	peptidyl-prolyl cis-trans isomerase G
GeneID:734507	XB-GENE-6255908	rab43.S	uncharacterized protein LOC734507
GeneID:734508	XB-GENE-5811979	lcmt1.L	leucine carboxyl methyltransferase 1 L homeolog
GeneID:734509	NA	MGC114789	uncharacterized protein LOC734509
GeneID:734510	XB-GENE-989295	cfap52.L	cilia and flagella associated protein 52 L homeolog
GeneID:734511	XB-GENE-17340429	gorasp2.S	uncharacterized protein LOC734511
GeneID:734512	XB-GENE-963284	st3gal4.L	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 L homeolog
GeneID:734513	XB-GENE-984212	nt5e.S	5'-nucleotidase, ecto (CD73) precursor
GeneID:734514	XB-GENE-969758	dapk3.L	death-associated protein kinase 3 L homeolog
GeneID:734515	XB-GENE-1016221	rps29.S	ribosomal protein S29 S homeolog
GeneID:734516	XB-GENE-976628	dpm1.S	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit S homeolog
GeneID:734517	XB-GENE-977439	pmpca.S	peptidase (mitochondrial processing) alpha S homeolog
GeneID:734518	NA	MGC114904	uncharacterized protein LOC734518
GeneID:734519	XB-GENE-944936	poc1b.L	POC1 centriolar protein homolog B
GeneID:734520	XB-GENE-973722	gpn3.L	GPN-loop GTPase 3
GeneID:734521	XB-GENE-967095	tmem50a.S	transmembrane protein 50A S homeolog
GeneID:734522	XB-GENE-6255904	usf1.S	upstream transcription factor 1 S homeolog
GeneID:734523	NA	LOC734523	p21-activated protein kinase-interacting protein 1-like
GeneID:734524	XB-GENE-17337556	cbll1.S	E3 ubiquitin-protein ligase Hakai
GeneID:734525	XB-GENE-989479	gpalpp1.L	uncharacterized protein LOC734525
GeneID:734526	XB-GENE-17343474	cul1.L	uncharacterized protein LOC734526
GeneID:734527	NA	MGC115216	uncharacterized protein LOC734527
GeneID:734528	XB-GENE-17335530	tjp3.L	uncharacterized protein LOC734528
GeneID:734529	XB-GENE-995758	sinhcaf.L	uncharacterized protein LOC734529
GeneID:734530	XB-GENE-997001	phc2.L	polyhomeotic-like protein 2
GeneID:734531	XB-GENE-920197	atxn2.L	ataxin 2 L homeolog
GeneID:734532	XB-GENE-6255898	fbxo5.L	F-box only protein 5-B
GeneID:734533	XB-GENE-5751389	rbm12b.2.L	RNA binding motif protein 12B gene 2 L homeolog
GeneID:734534	XB-GENE-963032	adat2.L	tRNA-specific adenosine deaminase 2
GeneID:734535	XB-GENE-989735	hmgxb3.L	HMG-box containing 3 L homeolog
GeneID:734536	XB-GENE-5866537	prodh.L	proline dehydrogenase (oxidase) 1 L homeolog
GeneID:734537	XB-GENE-5781724	orai2.S	calcium release-activated calcium channel protein 1
GeneID:734538	XB-GENE-973863	grpel1.L	GrpE-like 1, mitochondrial L homeolog
GeneID:734540	XB-GENE-973167	mmadhc.L	metabolism of cobalamin associated D L homeolog
GeneID:734541	XB-GENE-6255895	vma21.L	vacuolar ATPase assembly integral membrane protein vma21
GeneID:734542	XB-GENE-982445	romo1.L	reactive oxygen species modulator 1
GeneID:734543	XB-GENE-945783	ropn1l.L	ropporin-1-like protein
GeneID:734544	XB-GENE-5853415	stk35.S	serine/threonine kinase 35 S homeolog
GeneID:734545	XB-GENE-5873625	tmem150b.S	modulator of macroautophagy TMEM150B-A
GeneID:734546	XB-GENE-6255894	agtrap.L	angiotensin 2 receptor associated protein L homeolog
GeneID:734547	XB-GENE-6255893	mtfr1l.S	mitochondrial fission regulator 1-like-B
GeneID:734548	XB-GENE-5835459	gsta4.S	glutathione S-transferase alpha 4 S homeolog
GeneID:734549	XB-GENE-981700	mettl26.L	methyltransferase-like 26
GeneID:734550	XB-GENE-6255892	pcgf1.L	polycomb group RING finger protein 1
GeneID:734551	XB-GENE-989124	gpr137c.S	G protein-coupled receptor 137C S homeolog
GeneID:734552	XB-GENE-970106	ptpa.L	protein phosphatase 2 phosphatase activator L homeolog
GeneID:734553	XB-GENE-6255891	med31.L	mediator of RNA polymerase II transcription subunit 31-A
GeneID:734554	XB-GENE-6255890	cyb561d2.S	cytochrome b561 family member D2 S homeolog
GeneID:734555	XB-GENE-959165	ypel2.L	protein yippee-like 2
GeneID:734556	XB-GENE-954621	spin1.L	spindlin 1 L homeolog
GeneID:734557	XB-GENE-6255889	paxbp1.L	PAX3 and PAX7 binding protein 1 L homeolog
GeneID:734558	XB-GENE-864855	tp53rk.S	TP53 regulating kinase S homeolog
GeneID:734559	XB-GENE-5818167	wdr18.S	WD repeat domain 18 S homeolog
GeneID:734560	XB-GENE-945795	dipk2a.L	divergent protein kinase domain 2A L homeolog
GeneID:734561	XB-GENE-1004425	gtdc1.S	glycosyltransferase-like domain-containing protein 1
GeneID:734562	XB-GENE-866565	dnai2.S	dynein axonemal intermediate chain 2 S homeolog
GeneID:734563	XB-GENE-981150	coq5.L	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial precursor
GeneID:734564	XB-GENE-996683	pigb.S	GPI mannosyltransferase 3
GeneID:734565	XB-GENE-983803	timm9.L	mitochondrial import inner membrane translocase subunit Tim9
GeneID:734566	XB-GENE-1008476	tigar.S	fructose-2,6-bisphosphatase TIGAR
GeneID:734567	XB-GENE-1015374	fyttd1.S	UAP56-interacting factor
GeneID:734568	XB-GENE-5958954	ulk3.L	serine/threonine-protein kinase ULK3
GeneID:734569	XB-GENE-1012096	sh3gl2.S	SH3-domain GRB2-like 2 S homeolog
GeneID:734570	XB-GENE-6255888	blcap.S	bladder cancer-associated protein A
GeneID:734571	XB-GENE-6255887	eed.L	polycomb protein eed-A
GeneID:734572	XB-GENE-6255886	htatip2.L	HIV-1 Tat interactive protein 2 L homeolog
GeneID:734573	XB-GENE-947906	parvb.S	parvin beta S homeolog
