GeneID:735223	XB-GENE-478088	tbx1.L	T-box 1 L homeolog
NA	XB-GENE-29082044	LOC100494106.L	cytochrome P450 2D20 L homeolog
NA	XB-GENE-29082045	LOC100494106.S	cytochrome P450 2D20 S homeolog
NA	XB-GENE-29082048	LOC100494108.L	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase L homeolog
NA	XB-GENE-29082049	LOC100494108.S	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase S homeolog
NA	XB-GENE-29082052	LOC100494113.L	mucin-2 L homeolog
NA	XB-GENE-29082053	LOC100494113.S	mucin-2 S homeolog
NA	XB-GENE-29082056	LOC100494132.L	Fc receptor-like protein 6 L homeolog
NA	XB-GENE-29082057	LOC100494132.S	Fc receptor-like protein 6 S homeolog
NA	XB-GENE-29082060	LOC100494139.L	NXPE family member 3 L homeolog
NA	XB-GENE-29082061	LOC100494139.S	NXPE family member 3 S homeolog
NA	XB-GENE-29082064	LOC100494143.L	uncharacterized LOC100494143 L homeolog
NA	XB-GENE-29082065	LOC100494143.S	uncharacterized LOC100494143 S homeolog
NA	XB-GENE-29082068	LOC100494164.L	14 kDa phosphohistidine phosphatase L homeolog
NA	XB-GENE-29082069	LOC100494164.S	14 kDa phosphohistidine phosphatase S homeolog
NA	XB-GENE-29082072	LOC100494176.L	uncharacterized LOC100494176 L homeolog
NA	XB-GENE-29082073	LOC100494176.S	uncharacterized LOC100494176 S homeolog
NA	XB-GENE-29082076	LOC100494190.L	uncharacterized protein K02A2.6-like L homeolog
NA	XB-GENE-29082077	LOC100494190.S	uncharacterized protein K02A2.6-like S homeolog
NA	XB-GENE-29082080	LOC100494197.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29082081	LOC100494197.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29082084	LOC100494201.L	phospholipase A2 inhibitor subunit gamma B L homeolog
NA	XB-GENE-29082085	LOC100494201.S	phospholipase A2 inhibitor subunit gamma B S homeolog
NA	XB-GENE-29082088	LOC100494203.L	oocyte zinc finger protein XlCOF6-like L homeolog
NA	XB-GENE-29082089	LOC100494203.S	oocyte zinc finger protein XlCOF6-like S homeolog
NA	XB-GENE-29082092	LOC100494223.L	protein S100-B L homeolog
NA	XB-GENE-29082093	LOC100494223.S	protein S100-B S homeolog
NA	XB-GENE-29082096	LOC100494225.L	alpha-1,4-N-acetylglucosaminyltransferase L homeolog
NA	XB-GENE-29082097	LOC100494225.S	alpha-1,4-N-acetylglucosaminyltransferase S homeolog
NA	XB-GENE-29082100	LOC100494227.L	pentraxin fusion protein L homeolog
NA	XB-GENE-29082101	LOC100494227.S	pentraxin fusion protein S homeolog
NA	XB-GENE-29082104	LOC100494255.L	piggyBac transposable element-derived protein 3-like L homeolog
NA	XB-GENE-29082105	LOC100494255.S	piggyBac transposable element-derived protein 3-like S homeolog
NA	XB-GENE-29082108	LOC100494266.L	5-hydroxytryptamine receptor 3A-like L homeolog
NA	XB-GENE-29082109	LOC100494266.S	5-hydroxytryptamine receptor 3A-like S homeolog
NA	XB-GENE-29082112	LOC100494280.L	mucin-5AC-like L homeolog
NA	XB-GENE-29082113	LOC100494280.S	mucin-5AC-like S homeolog
NA	XB-GENE-29082116	LOC100494295.L	cholinesterase L homeolog
NA	XB-GENE-29082117	LOC100494295.S	cholinesterase S homeolog
NA	XB-GENE-29082120	LOC100494298.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29082121	LOC100494298.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29082124	LOC100494299.L	NXPE family member 3 L homeolog
NA	XB-GENE-29082125	LOC100494299.S	NXPE family member 3 S homeolog
NA	XB-GENE-29082128	LOC100494300.L	E3 ubiquitin-protein ligase TRIM39-like L homeolog
NA	XB-GENE-29082129	LOC100494300.S	E3 ubiquitin-protein ligase TRIM39-like S homeolog
NA	XB-GENE-29082132	LOC100494322.L	uncharacterized protein C17orf98 L homeolog
NA	XB-GENE-29082133	LOC100494322.S	uncharacterized protein C17orf98 S homeolog
NA	XB-GENE-29082136	LOC100494323.L	olfactory receptor class A-like protein 1 L homeolog
NA	XB-GENE-29082137	LOC100494323.S	olfactory receptor class A-like protein 1 S homeolog
NA	XB-GENE-29082140	LOC100494325.L	cathepsin S-like L homeolog
NA	XB-GENE-29082141	LOC100494325.S	cathepsin S-like S homeolog
NA	XB-GENE-29082144	LOC100494332.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29082145	LOC100494332.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29082148	LOC100494334.L	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3 L homeolog
NA	XB-GENE-29082149	LOC100494334.S	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3 S homeolog
NA	XB-GENE-29082152	LOC100494342.L	P2X purinoceptor 7 L homeolog
NA	XB-GENE-29082153	LOC100494342.S	P2X purinoceptor 7 S homeolog
NA	XB-GENE-29082156	LOC100494352.L	succinate receptor 1 L homeolog
NA	XB-GENE-29082157	LOC100494352.S	succinate receptor 1 S homeolog
NA	XB-GENE-29082160	LOC100494358.L	SITS-binding protein L homeolog
NA	XB-GENE-29082161	LOC100494358.S	SITS-binding protein S homeolog
NA	XB-GENE-29082164	LOC100494394.L	netrin-4 L homeolog
NA	XB-GENE-29082165	LOC100494394.S	netrin-4 S homeolog
NA	XB-GENE-29082168	LOC100494403.L	uncharacterized LOC100494403 L homeolog
NA	XB-GENE-29082169	LOC100494403.S	uncharacterized LOC100494403 S homeolog
NA	XB-GENE-29082172	LOC100494404.L	taste receptor type 2 member 8 L homeolog
NA	XB-GENE-29082173	LOC100494404.S	taste receptor type 2 member 8 S homeolog
NA	XB-GENE-29082176	LOC100494435.L	cytochrome P450 2K6 L homeolog
NA	XB-GENE-29082177	LOC100494435.S	cytochrome P450 2K6 S homeolog
NA	XB-GENE-29082180	LOC100494438.L	putative nuclease HARBI1 L homeolog
NA	XB-GENE-29082181	LOC100494438.S	putative nuclease HARBI1 S homeolog
NA	XB-GENE-29082184	LOC100494440.L	putative neutral ceramidase C L homeolog
NA	XB-GENE-29082185	LOC100494440.S	putative neutral ceramidase C S homeolog
NA	XB-GENE-29082188	LOC100494455.L	C-C motif chemokine 20 L homeolog
NA	XB-GENE-29082189	LOC100494455.S	C-C motif chemokine 20 S homeolog
NA	XB-GENE-29082192	LOC100494460.L	Fc receptor-like protein 2 L homeolog
NA	XB-GENE-29082193	LOC100494460.S	Fc receptor-like protein 2 S homeolog
NA	XB-GENE-29082196	LOC100494461.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29082197	LOC100494461.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29082200	LOC100494464.L	E3 ubiquitin/ISG15 ligase TRIM25 L homeolog
NA	XB-GENE-29082201	LOC100494464.S	E3 ubiquitin/ISG15 ligase TRIM25 S homeolog
NA	XB-GENE-29082204	LOC100494472.L	uncharacterized LOC100494472 L homeolog
NA	XB-GENE-29082205	LOC100494472.S	uncharacterized LOC100494472 S homeolog
NA	XB-GENE-29082208	LOC100494473.L	long-chain-fatty-acid--CoA ligase ACSBG2 L homeolog
NA	XB-GENE-29082209	LOC100494473.S	long-chain-fatty-acid--CoA ligase ACSBG2 S homeolog
NA	XB-GENE-29082212	LOC100494476.L	rhodopsin, GQ-coupled L homeolog
NA	XB-GENE-29082213	LOC100494476.S	rhodopsin, GQ-coupled S homeolog
NA	XB-GENE-29082216	LOC100494478.L	di-N-acetylchitobiase L homeolog
NA	XB-GENE-29082217	LOC100494478.S	di-N-acetylchitobiase S homeolog
NA	XB-GENE-29082220	LOC100494498.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29082221	LOC100494498.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29082224	LOC100494508.L	relaxin receptor 2 L homeolog
NA	XB-GENE-29082225	LOC100494508.S	relaxin receptor 2 S homeolog
NA	XB-GENE-29082228	LOC100494519.L	uncharacterized LOC100494519 L homeolog
NA	XB-GENE-29082229	LOC100494519.S	uncharacterized LOC100494519 S homeolog
NA	XB-GENE-29082232	LOC100494522.L	aldo-keto reductase family 1 member C1 homolog L homeolog
NA	XB-GENE-29082233	LOC100494522.S	aldo-keto reductase family 1 member C1 homolog S homeolog
NA	XB-GENE-29082236	LOC100494525.L	butyrophilin-like protein 10 L homeolog
NA	XB-GENE-29082237	LOC100494525.S	butyrophilin-like protein 10 S homeolog
NA	XB-GENE-29082240	LOC100494536.L	kinesin-like protein KIF19 L homeolog
NA	XB-GENE-29082241	LOC100494536.S	kinesin-like protein KIF19 S homeolog
NA	XB-GENE-29082244	LOC100494545.L	alpha-1,4-N-acetylglucosaminyltransferase L homeolog
NA	XB-GENE-29082245	LOC100494545.S	alpha-1,4-N-acetylglucosaminyltransferase S homeolog
NA	XB-GENE-29082248	LOC100494562.L	sacsin-like L homeolog
NA	XB-GENE-29082249	LOC100494562.S	sacsin-like S homeolog
NA	XB-GENE-29082252	LOC100494563.L	myelin and lymphocyte protein L homeolog
NA	XB-GENE-29082253	LOC100494563.S	myelin and lymphocyte protein S homeolog
NA	XB-GENE-29082256	LOC100494566.L	taste receptor type 2 member 40-like L homeolog
NA	XB-GENE-29082257	LOC100494566.S	taste receptor type 2 member 40-like S homeolog
NA	XB-GENE-29082260	LOC100494585.L	E3 ubiquitin/ISG15 ligase TRIM25-like L homeolog
NA	XB-GENE-29082261	LOC100494585.S	E3 ubiquitin/ISG15 ligase TRIM25-like S homeolog
NA	XB-GENE-29082264	LOC100494592.L	serine/threonine-protein kinase N2 L homeolog
NA	XB-GENE-29082265	LOC100494592.S	serine/threonine-protein kinase N2 S homeolog
NA	XB-GENE-29082268	LOC100494601.L	uncharacterized protein K02A2.6-like L homeolog
NA	XB-GENE-29082269	LOC100494601.S	uncharacterized protein K02A2.6-like S homeolog
NA	XB-GENE-29082272	LOC100494613.L	serine protease 27 L homeolog
NA	XB-GENE-29082273	LOC100494613.S	serine protease 27 S homeolog
NA	XB-GENE-29082276	LOC100494615.L	ovomucoid L homeolog
NA	XB-GENE-29082277	LOC100494615.S	ovomucoid S homeolog
NA	XB-GENE-29082280	LOC100494622.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29082281	LOC100494622.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29082284	LOC100494627.L	proproteinase E L homeolog
NA	XB-GENE-29082285	LOC100494627.S	proproteinase E S homeolog
NA	XB-GENE-29082288	LOC100494629.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29082289	LOC100494629.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29082292	LOC100494633.L	vitellogenin-A2 L homeolog
NA	XB-GENE-29082293	LOC100494633.S	vitellogenin-A2 S homeolog
NA	XB-GENE-29082296	LOC100494645.L	C-reactive protein L homeolog
NA	XB-GENE-29082297	LOC100494645.S	C-reactive protein S homeolog
NA	XB-GENE-29082300	LOC100494653.L	chromosome-associated kinesin KIF4-like L homeolog
NA	XB-GENE-29082301	LOC100494653.S	chromosome-associated kinesin KIF4-like S homeolog
NA	XB-GENE-29082304	LOC100494661.L	olfactory receptor 502-like L homeolog
NA	XB-GENE-29082305	LOC100494661.S	olfactory receptor 502-like S homeolog
NA	XB-GENE-29082308	LOC100494672.L	1-phosphatidylinositol phosphodiesterase L homeolog
NA	XB-GENE-29082309	LOC100494672.S	1-phosphatidylinositol phosphodiesterase S homeolog
NA	XB-GENE-29082312	LOC100494678.L	arachidonate 15-lipoxygenase B L homeolog
NA	XB-GENE-29082313	LOC100494678.S	arachidonate 15-lipoxygenase B S homeolog
NA	XB-GENE-29082316	LOC100494696.L	kyphoscoliosis peptidase L homeolog
NA	XB-GENE-29082317	LOC100494696.S	kyphoscoliosis peptidase S homeolog
NA	XB-GENE-29082320	LOC100494722.L	LON peptidase N-terminal domain and RING finger protein 1 L homeolog
NA	XB-GENE-29082321	LOC100494722.S	LON peptidase N-terminal domain and RING finger protein 1 S homeolog
NA	XB-GENE-29082324	LOC100494741.L	cytochrome P450 2K1-like L homeolog
NA	XB-GENE-29082325	LOC100494741.S	cytochrome P450 2K1-like S homeolog
NA	XB-GENE-29082328	LOC100494742.L	extracellular serine/threonine protein kinase FAM20C L homeolog
NA	XB-GENE-29082329	LOC100494742.S	extracellular serine/threonine protein kinase FAM20C S homeolog
NA	XB-GENE-29082332	LOC100494743.L	intercellular adhesion molecule 5 L homeolog
NA	XB-GENE-29082333	LOC100494743.S	intercellular adhesion molecule 5 S homeolog
NA	XB-GENE-29082336	LOC100494745.L	C-C motif chemokine 20 L homeolog
NA	XB-GENE-29082337	LOC100494745.S	C-C motif chemokine 20 S homeolog
NA	XB-GENE-29082340	LOC100494747.L	mucin-2 L homeolog
NA	XB-GENE-29082341	LOC100494747.S	mucin-2 S homeolog
NA	XB-GENE-29082344	LOC100494753.L	ATP-dependent translocase ABCB1 L homeolog
NA	XB-GENE-29082345	LOC100494753.S	ATP-dependent translocase ABCB1 S homeolog
NA	XB-GENE-29082348	LOC100494756.L	olfactory receptor 5V1-like L homeolog
NA	XB-GENE-29082349	LOC100494756.S	olfactory receptor 5V1-like S homeolog
NA	XB-GENE-29082352	LOC100494762.L	gap junction delta-2 protein L homeolog
NA	XB-GENE-29082353	LOC100494762.S	gap junction delta-2 protein S homeolog
NA	XB-GENE-29082356	LOC100494767.L	ovomucoid L homeolog
NA	XB-GENE-29082357	LOC100494767.S	ovomucoid S homeolog
NA	XB-GENE-29082360	LOC100494768.L	zona pellucida sperm-binding protein 4 L homeolog
NA	XB-GENE-29082361	LOC100494768.S	zona pellucida sperm-binding protein 4 S homeolog
NA	XB-GENE-29082364	LOC100494772.L	SLAM family member 9 L homeolog
NA	XB-GENE-29082365	LOC100494772.S	SLAM family member 9 S homeolog
NA	XB-GENE-29082368	LOC100494776.L	extracellular calcium-sensing receptor L homeolog
NA	XB-GENE-29082369	LOC100494776.S	extracellular calcium-sensing receptor S homeolog
NA	XB-GENE-29082372	LOC100494780.L	E3 ubiquitin/ISG15 ligase TRIM25-like L homeolog
NA	XB-GENE-29082373	LOC100494780.S	E3 ubiquitin/ISG15 ligase TRIM25-like S homeolog
NA	XB-GENE-29082376	LOC100494783.L	uncharacterized LOC100494783 L homeolog
NA	XB-GENE-29082377	LOC100494783.S	uncharacterized LOC100494783 S homeolog
NA	XB-GENE-29082380	LOC100494784.L	uncharacterized LOC100494784 L homeolog
NA	XB-GENE-29082381	LOC100494784.S	uncharacterized LOC100494784 S homeolog
NA	XB-GENE-29082384	LOC100494786.L	protein S100-G L homeolog
NA	XB-GENE-29082385	LOC100494786.S	protein S100-G S homeolog
NA	XB-GENE-29082388	LOC100494787.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29082389	LOC100494787.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29082392	LOC100494798.L	olfactory receptor 1-like L homeolog
NA	XB-GENE-29082393	LOC100494798.S	olfactory receptor 1-like S homeolog
NA	XB-GENE-29082396	LOC100494804.L	catalase L homeolog
NA	XB-GENE-29082397	LOC100494804.S	catalase S homeolog
NA	XB-GENE-29082400	LOC100494805.L	uncharacterized LOC100494805 L homeolog
NA	XB-GENE-29082401	LOC100494805.S	uncharacterized LOC100494805 S homeolog
NA	XB-GENE-29082404	LOC100494812.L	zinc finger and BTB domain-containing protein 49 L homeolog
NA	XB-GENE-29082405	LOC100494812.S	zinc finger and BTB domain-containing protein 49 S homeolog
NA	XB-GENE-29082408	LOC100494817.L	transient receptor potential cation channel subfamily V member 4 L homeolog
NA	XB-GENE-29082409	LOC100494817.S	transient receptor potential cation channel subfamily V member 4 S homeolog
NA	XB-GENE-29082412	LOC100494822.L	mucin-17 L homeolog
NA	XB-GENE-29082413	LOC100494822.S	mucin-17 S homeolog
NA	XB-GENE-29082416	LOC100494823.L	LRRN4 C-terminal-like protein L homeolog
NA	XB-GENE-29082417	LOC100494823.S	LRRN4 C-terminal-like protein S homeolog
NA	XB-GENE-29082420	LOC100494827.L	protein mono-ADP-ribosyltransferase TIPARP L homeolog
NA	XB-GENE-29082421	LOC100494827.S	protein mono-ADP-ribosyltransferase TIPARP S homeolog
NA	XB-GENE-29082424	LOC100494829.L	dihydroxyacetone phosphate acyltransferase L homeolog
NA	XB-GENE-29082425	LOC100494829.S	dihydroxyacetone phosphate acyltransferase S homeolog
NA	XB-GENE-29082428	LOC100494833.L	gastrula zinc finger protein XlCGF57.1 L homeolog
NA	XB-GENE-29082429	LOC100494833.S	gastrula zinc finger protein XlCGF57.1 S homeolog
NA	XB-GENE-29082432	LOC100494837.L	uncharacterized LOC100494837 L homeolog
NA	XB-GENE-29082433	LOC100494837.S	uncharacterized LOC100494837 S homeolog
NA	XB-GENE-29082436	LOC100494846.L	probable cation-transporting ATPase 13A5 L homeolog
NA	XB-GENE-29082437	LOC100494846.S	probable cation-transporting ATPase 13A5 S homeolog
NA	XB-GENE-29082440	LOC100494858.L	protein kinase C delta type L homeolog
NA	XB-GENE-29082441	LOC100494858.S	protein kinase C delta type S homeolog
NA	XB-GENE-29082444	LOC100494870.L	taste receptor type 2 member 119-like L homeolog
NA	XB-GENE-29082445	LOC100494870.S	taste receptor type 2 member 119-like S homeolog
NA	XB-GENE-29082448	LOC100494882.L	olfactory receptor-like protein DTMT L homeolog
NA	XB-GENE-29082449	LOC100494882.S	olfactory receptor-like protein DTMT S homeolog
NA	XB-GENE-29082452	LOC100494900.L	cytochrome P450 2K1-like L homeolog
NA	XB-GENE-29082453	LOC100494900.S	cytochrome P450 2K1-like S homeolog
NA	XB-GENE-29082456	LOC100494903.L	intercellular adhesion molecule 5 L homeolog
NA	XB-GENE-29082457	LOC100494903.S	intercellular adhesion molecule 5 S homeolog
NA	XB-GENE-29082460	LOC100494905.L	putative deoxyribonuclease tatdn3-A L homeolog
NA	XB-GENE-29082461	LOC100494905.S	putative deoxyribonuclease tatdn3-A S homeolog
NA	XB-GENE-29082464	LOC100494911.L	olfactory receptor 5AR1-like L homeolog
NA	XB-GENE-29082465	LOC100494911.S	olfactory receptor 5AR1-like S homeolog
NA	XB-GENE-29082468	LOC100494927.L	serine protease inhibitor Kazal-type 1 L homeolog
NA	XB-GENE-29082469	LOC100494927.S	serine protease inhibitor Kazal-type 1 S homeolog
NA	XB-GENE-29082472	LOC100494929.L	ephrin type-A receptor 3 L homeolog
NA	XB-GENE-29082473	LOC100494929.S	ephrin type-A receptor 3 S homeolog
NA	XB-GENE-29082476	LOC100494943.L	Ig heavy chain C region, membrane-bound form L homeolog
NA	XB-GENE-29082477	LOC100494943.S	Ig heavy chain C region, membrane-bound form S homeolog
NA	XB-GENE-29082480	LOC100494946.L	vomeronasal type-2 receptor 26 L homeolog
NA	XB-GENE-29082481	LOC100494946.S	vomeronasal type-2 receptor 26 S homeolog
NA	XB-GENE-29082484	LOC100494953.L	neural-cadherin L homeolog
NA	XB-GENE-29082485	LOC100494953.S	neural-cadherin S homeolog
NA	XB-GENE-29082488	LOC100494969.L	CD209 antigen-like protein E L homeolog
NA	XB-GENE-29082489	LOC100494969.S	CD209 antigen-like protein E S homeolog
NA	XB-GENE-29082492	LOC100494977.L	serine protease 23 L homeolog
NA	XB-GENE-29082493	LOC100494977.S	serine protease 23 S homeolog
NA	XB-GENE-29082496	LOC100494984.L	sacsin L homeolog
NA	XB-GENE-29082497	LOC100494984.S	sacsin S homeolog
NA	XB-GENE-29082500	LOC100494987.L	protein mono-ADP-ribosyltransferase TIPARP L homeolog
NA	XB-GENE-29082501	LOC100494987.S	protein mono-ADP-ribosyltransferase TIPARP S homeolog
NA	XB-GENE-29082504	LOC100494990.L	olfactory receptor 1L4-like L homeolog
NA	XB-GENE-29082505	LOC100494990.S	olfactory receptor 1L4-like S homeolog
NA	XB-GENE-29082508	LOC100495012.L	uncharacterized LOC100495012 L homeolog
NA	XB-GENE-29082509	LOC100495012.S	uncharacterized LOC100495012 S homeolog
NA	XB-GENE-29082512	LOC100495013.L	fish-egg lectin L homeolog
NA	XB-GENE-29082513	LOC100495013.S	fish-egg lectin S homeolog
NA	XB-GENE-29082516	LOC100495020.L	trichohyalin L homeolog
NA	XB-GENE-29082517	LOC100495020.S	trichohyalin S homeolog
NA	XB-GENE-29082520	LOC100495028.L	regulator of cell cycle RGCC L homeolog
NA	XB-GENE-29082521	LOC100495028.S	regulator of cell cycle RGCC S homeolog
NA	XB-GENE-29082524	LOC100495031.L	two pore calcium channel protein 1 L homeolog
NA	XB-GENE-29082525	LOC100495031.S	two pore calcium channel protein 1 S homeolog
NA	XB-GENE-29082528	LOC100495033.L	taste receptor type 2 member 40 L homeolog
NA	XB-GENE-29082529	LOC100495033.S	taste receptor type 2 member 40 S homeolog
NA	XB-GENE-29082532	LOC100495041.L	histone H2B 1.1 L homeolog
NA	XB-GENE-29082533	LOC100495041.S	histone H2B 1.1 S homeolog
NA	XB-GENE-29082536	LOC100495047.L	microtubule-actin cross-linking factor 1 L homeolog
NA	XB-GENE-29082537	LOC100495047.S	microtubule-actin cross-linking factor 1 S homeolog
NA	XB-GENE-29082540	LOC100495051.L	zona pellucida sperm-binding protein 3 L homeolog
NA	XB-GENE-29082541	LOC100495051.S	zona pellucida sperm-binding protein 3 S homeolog
NA	XB-GENE-29082544	LOC100495056.L	cytochrome P450 2K1-like L homeolog
NA	XB-GENE-29082545	LOC100495056.S	cytochrome P450 2K1-like S homeolog
NA	XB-GENE-29082548	LOC100495061.L	olfactory receptor 5V1-like L homeolog
NA	XB-GENE-29082549	LOC100495061.S	olfactory receptor 5V1-like S homeolog
NA	XB-GENE-29082552	LOC100495065.L	myosin-3 L homeolog
NA	XB-GENE-29082553	LOC100495065.S	myosin-3 S homeolog
NA	XB-GENE-29082556	LOC100495085.L	G protein-activated inward rectifier potassium channel 3 L homeolog
NA	XB-GENE-29082557	LOC100495085.S	G protein-activated inward rectifier potassium channel 3 S homeolog
NA	XB-GENE-29082560	LOC100495090.L	calpain-5-like L homeolog
NA	XB-GENE-29082561	LOC100495090.S	calpain-5-like S homeolog
NA	XB-GENE-29082564	LOC100495094.L	beta-1,4-galactosyltransferase galt-1 L homeolog
NA	XB-GENE-29082565	LOC100495094.S	beta-1,4-galactosyltransferase galt-1 S homeolog
NA	XB-GENE-29082568	LOC100495124.L	uncharacterized LOC100495124 L homeolog
NA	XB-GENE-29082569	LOC100495124.S	uncharacterized LOC100495124 S homeolog
NA	XB-GENE-29082572	LOC100495147.L	zinc finger CCHC domain-containing protein 3-like L homeolog
NA	XB-GENE-29082573	LOC100495147.S	zinc finger CCHC domain-containing protein 3-like S homeolog
